name,strength,form,route,generic,type,rxcui,schedule
Donepezil (Oral Disintegrating),10 mg,Disintegrating Oral Tablet,Oral Disintegrating,donepezil HCl 10 MG Disintegrating Oral Tablet,prescription,997220,0
Donepezil (Oral Pill),10 mg,Oral Tablet,Oral Pill,donepezil HCl 10 MG Oral Tablet,prescription,997223,0
Donepezil (Oral Pill),23 mg,Oral Tablet,Oral Pill,donepezil HCl 23 MG Oral Tablet,prescription,1100184,0
Donepezil (Oral Disintegrating),5 mg,Disintegrating Oral Tablet,Oral Disintegrating,donepezil HCl 5 MG Disintegrating Oral Tablet,prescription,997226,0
Donepezil (Oral Pill),5 mg,Oral Tablet,Oral Pill,donepezil HCl 5 MG Oral Tablet,prescription,997229,0
Doravirine/lamiVUDine/Tenofovir disoproxil (Oral Pill),100-300-300 mg,Oral Tablet,Oral Pill,doravirine 100 MG / lamiVUDine 300 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,prescription,2055813,0
Doravirine (Oral Pill),100 mg,Oral Tablet,Oral Pill,doravirine 100 MG Oral Tablet,prescription,2055760,0
Dornase alfa (Inhalant),1 mg/ml,Inhalation Solution,Inhalant,dornase alfa 1 MG/ML Inhalation Solution,prescription,310014,0
Dorzolamide/Timolol (Ophthalmic),2-0.5%,Ophthalmic Solution,Ophthalmic,dorzolamide HCl 2 % / timolol maleate 0.5 % Ophthalmic Solution,prescription,1923432,0
Dorzolamide (Ophthalmic),2%,Ophthalmic Solution,Ophthalmic,dorzolamide HCl 2 % Ophthalmic Solution,prescription,310015,0
Doxapram (Injectable),20 mg/ml,Injectable Solution,Injectable,doxapram HCl 400 MG in 20 ML Injectable Solution,prescription,1047087,0
Doxazosin (Oral Pill),1 mg,Oral Tablet,Oral Pill,doxazosin mesylate 1 MG Oral Tablet,prescription,197625,0
Doxazosin (Oral Pill),2 mg,Oral Tablet,Oral Pill,doxazosin mesylate 2 MG Oral Tablet,prescription,197626,0
Doxazosin (Oral Pill),4 mg,Oral Tablet,Oral Pill,doxazosin mesylate 4 MG Oral Tablet,prescription,197627,0
Doxazosin (Oral Pill),8 mg,Oral Tablet,Oral Pill,doxazosin mesylate 8 MG Oral Tablet,prescription,197628,0
Doxepin (Oral Pill),10 mg,Oral Capsule,Oral Pill,doxepin HCl 10 MG Oral Capsule,prescription,1000048,0
Doxepin (Oral Liquid),10 mg/ml,Oral Solution,Oral Liquid,doxepin HCl 10 MG in 1 mL Concentrate for Oral Solution,prescription,1000054,0
Doxepin (Oral Pill),100 mg,Oral Capsule,Oral Pill,doxepin HCl 100 MG Oral Capsule,prescription,1000058,0
Doxepin (Oral Pill),150 mg,Oral Capsule,Oral Pill,doxepin HCl 150 MG Oral Capsule,prescription,1000064,0
Doxepin (Oral Pill),25 mg,Oral Capsule,Oral Pill,doxepin HCl 25 MG Oral Capsule,prescription,1000070,0
Doxepin (Oral Pill),3 mg,Oral Tablet,Oral Pill,doxepin 3 MG Oral Tablet,prescription,966787,0
Doxepin (Oral Pill),50 mg,Oral Capsule,Oral Pill,doxepin HCl 50 MG Oral Capsule,prescription,1000076,0
Doxepin (Oral Pill),6 mg,Oral Tablet,Oral Pill,doxepin 6 MG Oral Tablet,prescription,966793,0
Doxepin (Oral Pill),75 mg,Oral Capsule,Oral Pill,doxepin HCl 75 MG Oral Capsule,prescription,1000097,0
Doxepin (Topical),5%,Topical Cream,Topical,doxepin HCl 5 % Topical Cream,prescription,1000091,0
Doxercalciferol (Oral Pill),0.5 mcg,Oral Capsule,Oral Pill,doxercalciferol 0.5 MCG Oral Capsule,prescription,406503,0
Doxercalciferol (Oral Pill),1 mcg,Oral Capsule,Oral Pill,doxercalciferol 1 MCG Oral Capsule,prescription,858262,0
Doxercalciferol (Injectable),2 mcg/ml,Injectable Solution,Injectable,doxercalciferol 2 MCG/ML Injectable Solution,prescription,282609,0
Doxercalciferol (Oral Pill),2.5 mcg,Oral Capsule,Oral Pill,doxercalciferol 2.5 MCG Oral Capsule,prescription,310023,0
DOXOrubicin (Injectable),10 mg,Injection,Injectable,DOXOrubicin HCl 10 MG Injection,prescription,1790103,0
DOXOrubicin (Injectable),2 mg/ml,Injectable Solution,Injectable,DOXOrubicin HCl 2 MG/ML Injectable Solution,prescription,1191138,0
DOXOrubicin (Injectable),20 mg,Injection,Injectable,DOXOrubicin HCl 20 MG Injection,prescription,1872062,
DOXOrubicin (Injectable),50 mg,Injection,Injectable,DOXOrubicin HCl 50 MG Injection,prescription,1790095,0
Doxycycline (Oral Pill),40 mg,Delayed Release Oral Capsule,Oral Pill,doxycycline anhydrous 40 MG Delayed Release Oral Capsule,prescription,901399,0
Doxycycline (Oral Liquid),50 mg/5ml,Oral Suspension,Oral Liquid,doxycycline calcium 50 MG in 5 mL Oral Suspension,prescription,310026,0
Doxycycline (Oral Pill),100 mg,Delayed Release Oral Capsule,Oral Pill,doxycycline hyclate 100 MG Delayed Release Oral Capsule,prescription,348869,0
Doxycycline (Oral Pill),100 mg,Delayed Release Oral Tablet,Oral Pill,doxycycline hyclate 100 MG Delayed Release Oral Tablet,prescription,434018,0
Doxycycline (Injectable),100 mg,Injection,Injectable,doxycycline hyclate 100 MG Injection,prescription,310027,0
Doxycycline (Oral Pill),100 mg,Oral Capsule,Oral Pill,doxycycline hyclate 100 MG Oral Capsule,prescription,1649988,0
Doxycycline (Oral Pill),100 mg,Oral Tablet,Oral Pill,doxycycline hyclate 100 MG Oral Tablet,prescription,1650143,0
Doxycycline (Oral Pill),120 mg,Delayed Release Oral Tablet,Oral Pill,doxycycline hyclate 120 MG Delayed Release Oral Tablet,prescription,1801138,0
Doxycycline (Oral Pill),150 mg,Delayed Release Oral Tablet,Oral Pill,doxycycline hyclate 150 MG Delayed Release Oral Tablet,prescription,799048,0
Doxycycline (Oral Pill),150 mg,Oral Tablet,Oral Pill,doxycycline hyclate 150 MG Oral Tablet,prescription,1650446,0
Doxycycline (Oral Pill),20 mg,Oral Capsule,Oral Pill,doxycycline hyclate 20 MG Oral Capsule,prescription,310028,0
Doxycycline (Oral Pill),20 mg,Oral Tablet,Oral Pill,doxycycline hyclate 20 MG Oral Tablet,prescription,283535,0
Doxycycline (Oral Pill),200 mg,Delayed Release Oral Tablet,Oral Pill,doxycycline hyclate 200 MG Delayed Release Oral Tablet,prescription,1423080,0
Doxycycline (Injectable),200 mg,Injection,Injectable,doxycycline hyclate 200 MG Injection,prescription,1998483,
Doxycycline (Oral Pill),50 mg,Delayed Release Oral Tablet,Oral Pill,doxycycline hyclate 50 MG Delayed Release Oral Tablet,prescription,1653433,0
Doxycycline (Oral Pill),50 mg,Oral Capsule,Oral Pill,doxycycline hyclate 50 MG Oral Capsule,prescription,1649405,0
Doxycycline (Oral Pill),50 mg,Oral Tablet,Oral Pill,doxycycline hyclate 50 MG Oral Tablet,prescription,1652674,0
Doxycycline (Oral Pill),60 mg,Delayed Release Oral Tablet,Oral Pill,doxycycline hyclate 60 MG Delayed Release Oral Tablet,prescription,1801142,0
Doxycycline (Oral Pill),75 mg,Delayed Release Oral Tablet,Oral Pill,doxycycline hyclate 75 MG Delayed Release Oral Tablet,prescription,406524,0
Doxycycline (Oral Pill),75 mg,Oral Tablet,Oral Pill,doxycycline hyclate 75 MG Oral Tablet,prescription,1649425,0
Doxycycline (Oral Pill),80 mg,Delayed Release Oral Tablet,Oral Pill,doxycycline hyclate 80 MG Delayed Release Oral Tablet,prescription,2122343,0
Doxycycline (Oral Pill),100 mg,Oral Capsule,Oral Pill,doxycycline monohydrate 100 MG Oral Capsule,prescription,1649990,0
Doxycycline (Oral Pill),100 mg,Oral Tablet,Oral Pill,doxycycline monohydrate 100 MG Oral Tablet,prescription,1650142,0
Doxycycline (Oral Pill),150 mg,Oral Capsule,Oral Pill,doxycycline monohydrate 150 MG Oral Capsule,prescription,728207,0
Doxycycline (Oral Pill),150 mg,Oral Tablet,Oral Pill,doxycycline monohydrate 150 MG Oral Tablet,prescription,1650444,0
Doxycycline (Oral Liquid),25 mg/5ml,Oral Suspension,Oral Liquid,doxycycline monohydrate 25 MG in 5 mL Oral Suspension,prescription,1650030,0
Doxycycline (Oral Pill),50 mg,Oral Capsule,Oral Pill,doxycycline monohydrate 50 MG Oral Capsule,prescription,1649401,0
Doxycycline (Oral Pill),50 mg,Oral Tablet,Oral Pill,doxycycline monohydrate 50 MG Oral Tablet,prescription,1652673,0
Doxycycline (Oral Pill),75 mg,Oral Capsule,Oral Pill,doxycycline monohydrate 75 MG Oral Capsule,prescription,700408,0
Doxycycline (Oral Pill),75 mg,Oral Tablet,Oral Pill,doxycycline monohydrate 75 MG Oral Tablet,prescription,1649429,0
Doxylamine (Oral Liquid),5 mg/5ml,Oral Solution,Oral Liquid,doxylamine succinate 5 MG in 5 mL Oral Solution,prescription,1101457,
Doxylamine/Pseudoephedrine (Oral Liquid),6.25-30 mg/5ml,Oral Solution,Oral Liquid,doxylamine succinate 6.25 MG / pseudoephedrine HCl 30 MG in 5 mL Oral Solution,prescription,1094355,0
Doxylamine/Pyridoxine (Oral Pill),10-10 mg,Delayed Release Oral Tablet,Oral Pill,doxylamine succinate 10 MG / pyridoxine HCl 10 MG Delayed Release Oral Tablet,prescription,1375948,0
Doxylamine/Phenylephrine (Oral Pill),10.5-10 mg,Oral Tablet,Oral Pill,doxylamine succinate 10.5 MG / phenylephrine HCl 10 MG Oral Tablet,prescription,2172491,0
Doxylamine (Oral Pill),25 mg,Oral Tablet,Oral Pill,doxylamine succinate 25 MG Oral Tablet,prescription,1101446,0
Doxylamine (Chewable),5 mg,Chewable Tablet,Chewable,doxylamine succinate 5 MG Chewable Tablet,prescription,1101439,0
Doxylamine/Phenylephrine (Oral Pill),7.5-10 mg,Oral Tablet,Oral Pill,doxylamine succinate 7.5 MG / phenylephrine HCl 10 MG Oral Tablet,prescription,1441831,0
droNABinol (Oral Pill),10 mg,Oral Capsule,Oral Pill,droNABinol 10 MG Oral Capsule,prescription,197634,3
droNABinol (Oral Pill),2.5 mg,Oral Capsule,Oral Pill,droNABinol 2.5 MG Oral Capsule,prescription,197635,3
droNABinol (Oral Pill),5 mg,Oral Capsule,Oral Pill,droNABinol 5 MG Oral Capsule,prescription,197636,3
droNABinol (Oral Liquid),5 mg/ml,Oral Solution,Oral Liquid,droNABinol 5 MG/mL Oral Solution,prescription,1928948,2
Dronedarone (Oral Pill),400 mg,Oral Tablet,Oral Pill,dronedarone 400 MG Oral Tablet,prescription,854856,0
Drospirenone/Estradiol (Oral Pill),0.25-0.5 mg,Oral Tablet,Oral Pill,drospirenone 0.25 MG / estradiol 0.5 MG Oral Tablet,prescription,1483549,
Drospirenone/Ethinyl estradiol (Oral Pill),0.25-0.5 mg,Oral Tablet,Oral Pill,drospirenone 0.25 MG / ethinyl estradiol 0.5 MG Oral Tablet,prescription,1301016,0
Drospirenone/Estradiol (Oral Pill),0.5-1 mg,Oral Tablet,Oral Pill,drospirenone 0.5 MG / estradiol 1 MG Oral Tablet,prescription,1483552,
Drospirenone/Ethinyl estradiol (Oral Pill),0.5-1 mg,Oral Tablet,Oral Pill,drospirenone 0.5 MG / ethinyl estradiol 1 MG Oral Tablet,prescription,602598,0
Drospirenone/Estetrol (Oral Pill),3-14.2 mg,Oral Tablet,Oral Pill,drospirenone 3 MG / estetrol 14.2 MG Oral Tablet,prescription,2539033,0
Drospirenone/Ethinyl estradiol/Levomefolate (Oral Pill),3-0.02-0.451 mg,Oral Tablet,Oral Pill,drospirenone 3 MG / ethinyl estradiol 0.02 MG / levomefolate calcium 0.451 MG Oral Tablet,prescription,1013626,
Drospirenone/Ethinyl estradiol (Oral Pill),3-0.02 mg,Oral Tablet,Oral Pill,drospirenone 3 MG / ethinyl estradiol 0.02 MG Oral Tablet,prescription,630734,0
Drospirenone/Ethinyl estradiol (Oral Pill),3-0.03 mg,Oral Tablet,Oral Pill,drospirenone 3 MG / ethinyl estradiol 0.03 MG Oral Tablet,prescription,284207,0
Drospirenone (Oral Pill),4 mg,Oral Tablet,Oral Pill,drospirenone 4 MG Oral Tablet,prescription,2171000,0
Droxidopa (Oral Pill),100 mg,Oral Capsule,Oral Pill,droxidopa 100 MG Oral Capsule,prescription,1490026,0
Droxidopa (Oral Pill),200 mg,Oral Capsule,Oral Pill,droxidopa 200 MG Oral Capsule,prescription,1490034,0
Droxidopa (Oral Pill),300 mg,Oral Capsule,Oral Pill,droxidopa 300 MG Oral Capsule,prescription,1490038,0
Duck feather extract (Injectable),100 mg/ml,Injectable Solution,Injectable,duck feather extract 100 MG/mL Injectable Solution,prescription,894749,
Duck feather extract (Injectable),50 mg/ml,Injectable Solution,Injectable,duck feather extract 50 MG/mL Injectable Solution,prescription,892854,
DULoxetine (Oral Pill),20 mg,Delayed Release Oral Capsule,Oral Pill,DULoxetine 20 MG Delayed Release Oral Capsule,prescription,596926,0
DULoxetine (Oral Pill),30 mg,Delayed Release Oral Capsule,Oral Pill,DULoxetine 30 MG Delayed Release Oral Capsule,prescription,596930,0
DULoxetine (Oral Pill),40 mg,Delayed Release Oral Capsule,Oral Pill,DULoxetine 40 MG Delayed Release Oral Capsule,prescription,616402,0
DULoxetine (Oral Pill),60 mg,Delayed Release Oral Capsule,Oral Pill,DULoxetine 60 MG Delayed Release Oral Capsule,prescription,596934,0
Durlobactam/Sulbactam (Injectable),"1,000-1,000 mg",Injection,Injectable,durlobactam 1 GM / sulbactam 1 GM Injection Kit,prescription,2665012,0
Dutasteride/Tamsulosin (Oral Pill),0.5-0.4 mg,Oral Capsule,Oral Pill,dutasteride 0.5 MG / tamsulosin HCl 0.4 MG Oral Capsule,prescription,996097,0
Dutasteride (Oral Pill),0.5 mg,Oral Capsule,Oral Pill,dutasteride 0.5 MG Oral Capsule,prescription,351172,0
Duvelisib (Oral Pill),15 mg,Oral Capsule,Oral Pill,duvelisib 15 MG Oral Capsule,prescription,2058514,0
Duvelisib (Oral Pill),25 mg,Oral Capsule,Oral Pill,duvelisib 25 MG Oral Capsule,prescription,2058523,0
Dyclonine (Mucosal),0.1%,Mucosal Spray,Mucosal,dyclonine HCl 0.1 % Mucosal Spray,prescription,1048299,0
Dyclonine/Menthol/Pectin (Oral Lozenge),2-5-6 mg,Oral Lozenge,Oral Lozenge,dyclonine HCl 2 MG / menthol 5 MG / pectin 6 MG Oral Lozenge,prescription,1992531,
Dyclonine/Menthol (Oral Lozenge),2-6 mg,Oral Lozenge,Oral Lozenge,dyclonine hydrochloride 2 MG / menthol 6 MG Oral Lozenge,prescription,2052919,0
Dyclonine (Oral Lozenge),2 mg,Oral Lozenge,Oral Lozenge,dyclonine HCl 2 MG Oral Lozenge,prescription,1048132,0
Dyclonine (Oral Lozenge),3 mg,Oral Lozenge,Oral Lozenge,dyclonine HCl 3 MG Oral Lozenge,prescription,1048139,0
Dyclonine (Mucosal),0.5%,Mucous Membrane Topical Solution,Mucosal,dyclonine HCl 0.5 % Mucous Membrane Topical Solution,prescription,1048281,0
Eastern cottonwood pollen extract (Injectable),100 mg/ml,Injectable Solution,Injectable,eastern cottonwood pollen extract 100 MG/ML Injectable Solution,prescription,900843,
Eastern cottonwood pollen extract (Injectable),"20,000 unt/ml",Injectable Solution,Injectable,eastern cottonwood pollen extract 20000 UNT/ML Injectable Solution,prescription,898422,
Eastern cottonwood pollen extract (Injectable),50 mg/ml,Injectable Solution,Injectable,eastern cottonwood pollen extract 50 MG/ML Injectable Solution,prescription,852366,
Eastern sycamore pollen extract (Injectable),100 mg/ml,Injectable Solution,Injectable,eastern sycamore pollen extract 100 MG/ML Injectable Solution,prescription,900799,
Eastern sycamore pollen extract (Injectable),"20,000 unt/ml",Injectable Solution,Injectable,"eastern sycamore pollen extract 20,000 UNT/ML Injectable Solution",prescription,1013942,
Eastern sycamore pollen extract (Injectable),"40,000 unt/ml",Injectable Solution,Injectable,"eastern sycamore pollen extract 40,000 UNT/ML Injectable Solution",prescription,1193026,
Eastern sycamore pollen extract (Injectable),50 mg/ml,Injectable Solution,Injectable,eastern sycamore pollen extract 50 MG/ML Injectable Solution,prescription,852749,
Eastern white pine pollen extract (Injectable),100 mg/ml,Injectable Solution,Injectable,eastern white pine pollen extract 100 MG/ML Injectable Solution,prescription,900763,
Eastern white pine pollen extract (Injectable),"10,000 unt/ml",Injectable Solution,Injectable,"eastern white pine pollen extract 10,000 UNT/ML Injectable Solution",prescription,1013878,
Eastern white pine pollen extract (Injectable),"20,000 unt/ml",Injectable Solution,Injectable,"eastern white pine pollen extract 20,000 UNT/ML Injectable Solution",prescription,1013880,
Eastern white pine pollen extract (Injectable),50 mg/ml,Injectable Solution,Injectable,eastern white pine pollen extract 50 MG/ML Injectable Solution,prescription,852741,
Ecothiopate (Ophthalmic),0.125%,Ophthalmic Solution,Ophthalmic,echothiophate iodide 0.125 % Ophthalmic Solution,prescription,310049,0
Econazole (Topical),1%,Topical Cream,Topical,econazole nitrate 1 % Topical Cream,prescription,857366,0
Econazole (Topical),1%,Topical Foam,Topical,econazole nitrate 1 % Topical Foam,prescription,1442585,0
Edaravone (Oral Liquid),105 mg/5ml,Oral Suspension,Oral Liquid,edaravone 21 MG/mL Oral Suspension,prescription,2602117,0
Edoxaban (Oral Pill),15 mg,Oral Tablet,Oral Pill,edoxaban 15 MG Oral Tablet,prescription,1599543,0
Edoxaban (Oral Pill),30 mg,Oral Tablet,Oral Pill,edoxaban 30 MG Oral Tablet,prescription,1599551,0
Edoxaban (Oral Pill),60 mg,Oral Tablet,Oral Pill,edoxaban 60 MG Oral Tablet,prescription,1599555,0
Efavirenz (Oral Pill),100 mg,Oral Capsule,Oral Pill,efavirenz 100 MG Oral Capsule,prescription,205291,0
Efavirenz (Oral Pill),200 mg,Oral Capsule,Oral Pill,efavirenz 200 MG Oral Capsule,prescription,205290,0
Efavirenz/lamiVUDine/Tenofovir disoproxil (Oral Pill),400-300-300 mg,Oral Tablet,Oral Pill,efavirenz 400 MG / lamiVUDine 300 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,prescription,2001424,0
Efavirenz (Oral Pill),50 mg,Oral Capsule,Oral Pill,efavirenz 50 MG Oral Capsule,prescription,205292,0
Efavirenz/Emtricitabine/Tenofovir disoproxil (Oral Pill),600-200-300 mg,Oral Tablet,Oral Pill,efavirenz 600 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,prescription,643066,0
Efavirenz/lamiVUDine/Tenofovir disoproxil (Oral Pill),600-300-300 mg,Oral Tablet,Oral Pill,efavirenz 600 MG / lamiVUDine 300 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,prescription,864661,0
Efavirenz (Oral Pill),600 mg,Oral Tablet,Oral Pill,efavirenz 600 MG Oral Tablet,prescription,349477,0
Efinaconazole (Topical),10%,Topical Solution,Topical,efinaconazole 10 % Topical Solution,prescription,1539757,0
Eflornithine (Topical),13.9%,Topical Cream,Topical,eflornithine HCl 13.9 % Topical Cream,prescription,313975,0
Eflornithine (Oral Pill),192 mg,Oral Tablet,Oral Pill,eflornithine 192 MG Oral Tablet,prescription,2673199,0
Efmoroctocog alfa (Injectable),1 unt,Injection,Injectable,factor VIII (b-domain deleted recombinant) FC fusion protein 1 UNT Injection,prescription,1719608,0
Elacestrant (Oral Pill),345 mg,Oral Tablet,Oral Pill,elacestrant 345 MG Oral Tablet,prescription,2628487,0
Elacestrant (Oral Pill),86 mg,Oral Tablet,Oral Pill,elacestrant 86 MG Oral Tablet,prescription,2628478,0
Elafibranor (Oral Pill),80 mg,Oral Tablet,Oral Pill,elafibranor 80 MG Oral Tablet,prescription,2684946,0
Elagolix (Oral Pill),150 mg,Oral Tablet,Oral Pill,elagolix 150 MG Oral Tablet,prescription,2049852,0
Elagolix (Oral Pill),200 mg,Oral Tablet,Oral Pill,elagolix 200 MG Oral Tablet,prescription,2049860,0
Elagolix/Estradiol/Norethindrone (Oral Pill),300-1-0.5 mg,Oral Capsule,Oral Pill,elagolix 300 MG / estradiol 1 MG / norethindrone 0.5 MG Oral Capsule,prescription,2371764,0
Elagolix (Oral Pill),300 mg,Oral Capsule,Oral Pill,elagolix 300 MG Oral Capsule,prescription,2371766,
Elbasvir/Grazoprevir (Oral Pill),50-100 mg,Oral Tablet,Oral Pill,elbasvir 50 MG / grazoprevir 100 MG Oral Tablet,prescription,1734636,0
Eletriptan (Oral Pill),20 mg,Oral Tablet,Oral Pill,eletriptan HBr 20 MG Oral Tablet,prescription,359493,0
Eletriptan (Oral Pill),40 mg,Oral Tablet,Oral Pill,eletriptan HBr 40 MG Oral Tablet,prescription,359494,0
Elexacaftor/Ivacaftor/Tezacaftor (Oral Granules),100-75-50 mg,Oral Granules,Oral Granules,elexacaftor 100 MG / ivacaftor 75 MG / tezacaftor 50 MG Oral Granules,prescription,2635024,
Elexacaftor/Ivacaftor/Tezacaftor (Oral Pill),100-75-50 mg,Oral Tablet,Oral Pill,elexacaftor 100 MG / ivacaftor 75 MG / tezacaftor 50 MG Oral Tablet,prescription,2257011,
Elexacaftor/Ivacaftor/Tezacaftor (Oral Pill),50-37.5-25 mg,Oral Tablet,Oral Pill,elexacaftor 50 MG / ivacaftor 37.5 MG / tezacaftor 25 MG Oral Tablet,prescription,2557214,
Elexacaftor/Ivacaftor/Tezacaftor (Oral Granules),80-60-40 mg,Oral Granules,Oral Granules,elexacaftor 80 MG / ivacaftor 60 MG / tezacaftor 40 MG Oral Granules,prescription,2635013,
Eliglustat (Oral Pill),84 mg,Oral Capsule,Oral Pill,eliglustat 84 MG Oral Capsule,prescription,1547225,0
Elotuzumab (Injectable),300 mg,Injection,Injectable,elotuzumab 300 MG Injection,prescription,1726110,0
Elotuzumab (Injectable),400 mg,Injection,Injectable,elotuzumab 400 MG Injection,prescription,1726117,0
Eltrombopag (Oral Pill),12.5 mg,Oral Tablet,Oral Pill,eltrombopag 12.5 MG Oral Tablet,prescription,1245001,0
Eltrombopag (Oral Suspension Powder),12.5 mg,Powder for Oral Suspension,Oral Suspension Powder,eltrombopag 12.5 MG Powder for Oral Suspension,prescription,2058980,0
Eltrombopag (Oral Pill),18 mg,Oral Tablet,Oral Pill,eltrombopag 18 MG Oral Tablet,prescription,2675187,0
Eltrombopag (Oral Pill),25 mg,Oral Tablet,Oral Pill,eltrombopag 25 MG Oral Tablet,prescription,825421,0
Eltrombopag (Oral Pill),36 mg,Oral Tablet,Oral Pill,eltrombopag 36 MG Oral Tablet,prescription,2675195,0
Eltrombopag (Oral Pill),50 mg,Oral Tablet,Oral Pill,eltrombopag 50 MG Oral Tablet,prescription,825427,0
Eltrombopag (Oral Pill),54 mg,Oral Tablet,Oral Pill,eltrombopag 54 MG Oral Tablet,prescription,2675199,0
Eltrombopag (Oral Pill),75 mg,Oral Tablet,Oral Pill,eltrombopag 75 MG Oral Tablet,prescription,884617,0
Eltrombopag (Oral Pill),9 mg,Oral Tablet,Oral Pill,eltrombopag 9 MG Oral Tablet,prescription,2675203,0
Eluxadoline (Oral Pill),100 mg,Oral Tablet,Oral Pill,eluxadoline 100 MG Oral Tablet,prescription,1719764,4
Eluxadoline (Oral Pill),75 mg,Oral Tablet,Oral Pill,eluxadoline 75 MG Oral Tablet,prescription,1653786,4
Clobetasol (Topical),0.05%,Topical Cream,Topical,clobetasol propionate 0.05 % Emollient Base Topical Cream,prescription,1992281,0
Clobetasol (Topical),0.05%,Topical Foam,Topical,clobetasol propionate 0.05 % Emollient Base Topical Foam,prescription,1992273,0
Fluocinonide (Topical),0.05%,Topical Cream,Topical,fluocinonide 0.05 % Emollient Base Topical Cream,prescription,1801283,0
Tretinoin (Topical),0.05%,Topical Cream,Topical,tretinoin 0.05 % Emollient Base Topical Cream,prescription,2117659,0
Empagliflozin/Linagliptin (Oral Pill),10-5 mg,Oral Tablet,Oral Pill,empagliflozin 10 MG / linagliptin 5 MG Oral Tablet,prescription,1602109,0
Empagliflozin (Oral Pill),10 mg,Oral Tablet,Oral Pill,empagliflozin 10 MG Oral Tablet,prescription,1545658,0
Empagliflozin/metFORMIN (Oral Pill),"12.5-1,000 mg",Oral Tablet,Oral Pill,empagliflozin 12.5 MG / metFORMIN HCl 1000 MG Oral Tablet,prescription,1665367,0
Empagliflozin/metFORMIN (Oral Pill),12.5-500 mg,Oral Tablet,Oral Pill,empagliflozin 12.5 MG / metFORMIN HCl 500 MG Oral Tablet,prescription,1664323,0
Empagliflozin/Linagliptin (Oral Pill),25-5 mg,Oral Tablet,Oral Pill,empagliflozin 25 MG / linagliptin 5 MG Oral Tablet,prescription,1602118,0
Empagliflozin (Oral Pill),25 mg,Oral Tablet,Oral Pill,empagliflozin 25 MG Oral Tablet,prescription,1545666,0
Empagliflozin/metFORMIN (Oral Pill),"5-1,000 mg",Oral Tablet,Oral Pill,empagliflozin 5 MG / metFORMIN HCl 1000 MG Oral Tablet,prescription,1664326,0
Empagliflozin/metFORMIN (Oral Pill),5-500 mg,Oral Tablet,Oral Pill,empagliflozin 5 MG / metFORMIN HCl 500 MG Oral Tablet,prescription,1664315,0
Emtricitabine (Oral Liquid),10 mg/ml,Oral Solution,Oral Liquid,emtricitabine 10 MG in 1 mL Oral Solution,prescription,597291,0
Emtricitabine/Tenofovir disoproxil (Oral Pill),100-150 mg,Oral Tablet,Oral Pill,emtricitabine 100 MG / tenofovir disoproxil fumarate 150 MG Oral Tablet,prescription,1744001,0
Emtricitabine/Tenofovir alafenamide (Oral Pill),120-15 mg,Oral Tablet,Oral Pill,emtricitabine 120 MG / tenofovir alafenamide 15 MG Oral Tablet,prescription,2590641,0
Emtricitabine/Tenofovir disoproxil (Oral Pill),133-200 mg,Oral Tablet,Oral Pill,emtricitabine 133 MG / tenofovir disoproxil fumarate 200 MG Oral Tablet,prescription,1744005,0
Emtricitabine/Tenofovir disoproxil (Oral Pill),167-250 mg,Oral Tablet,Oral Pill,emtricitabine 167 MG / tenofovir disoproxil fumarate 250 MG Oral Tablet,prescription,1744009,0
Emtricitabine/Rilpivirine/Tenofovir alafenamide (Oral Pill),200-25-25 mg,Oral Tablet,Oral Pill,emtricitabine 200 MG / rilpivirine 25 MG / tenofovir alafenamide 25 MG Oral Tablet,prescription,1741733,0
Emtricitabine/Rilpivirine/Tenofovir disoproxil (Oral Pill),200-25-300 mg,Oral Tablet,Oral Pill,emtricitabine 200 MG / rilpivirine HCl 25 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,prescription,1147334,0
Emtricitabine/Tenofovir alafenamide (Oral Pill),200-25 mg,Oral Tablet,Oral Pill,emtricitabine 200 MG / tenofovir alafenamide 25 MG Oral Tablet,prescription,1747691,0
Emtricitabine/Tenofovir disoproxil (Oral Pill),200-300 mg,Oral Tablet,Oral Pill,emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,prescription,476556,0
Emtricitabine (Oral Pill),200 mg,Oral Capsule,Oral Pill,emtricitabine 200 MG Oral Capsule,prescription,403875,0
Enalapril (Oral Liquid),1 mg/ml,Oral Solution,Oral Liquid,enalapril maleate 1 MG in 1 mL Oral Solution,prescription,1435624,0
Enalapril/hydroCHLOROthiazide (Oral Pill),10-25 mg,Oral Tablet,Oral Pill,enalapril maleate 10 MG / hydroCHLOROthiazide 25 MG Oral Tablet,prescription,858828,0
Enalapril (Oral Pill),10 mg,Oral Tablet,Oral Pill,enalapril maleate 10 MG Oral Tablet,prescription,858817,0
Enalapril (Oral Pill),2.5 mg,Oral Tablet,Oral Pill,enalapril maleate 2.5 MG Oral Tablet,prescription,858804,0
Enalapril (Oral Pill),20 mg,Oral Tablet,Oral Pill,enalapril maleate 20 MG Oral Tablet,prescription,858810,0
Enalapril/hydroCHLOROthiazide (Oral Pill),5-12.5 mg,Oral Tablet,Oral Pill,enalapril maleate 5 MG / hydroCHLOROthiazide 12.5 MG Oral Tablet,prescription,858824,0
